Europe
segment Albania
41.876827 20.576073
41.87278 20.572918
41.857716 20.572016
41.844627 20.571924
41.832237 20.570726
41.822044 20.573915
41.815323 20.577232
41.810833 20.579273
41.808666 20.581572
41.802998 20.58323
41.79446 20.582117
41.793186 20.57403
41.791245 20.561388
41.78755 20.551514
41.782135 20.544918
41.773567 20.5433
41.764774 20.53811
41.75904 20.532581
41.74955 20.528502
41.73872 20.527653
41.725792 20.530123
41.719803 20.532845
41.71159 20.53684
41.703243 20.538797
41.694008 20.538797
41.686523 20.536037
41.680283 20.534678
41.674866 20.534254
41.670155 20.532726
41.667225 20.535105
41.661236 20.537825
41.65592 20.538929
41.65044 20.537485
41.645153 20.539099
41.643055 20.54241
41.63538 20.548906
41.618446 20.561388
41.599483 20.567787
41.59147 20.568674
41.58426 20.556576
41.57611 20.542435
41.572834 20.52883
41.568554 20.512115
41.563675 20.498693
41.5644 20.484646
41.558453 20.479939
41.539417 20.472404
41.531666 20.464684
41.52312 20.469936
41.51899 20.481134
41.51178 20.481941
41.505043 20.49021
41.502712 20.504421
41.503918 20.510727
41.500984 20.515348
41.495373 20.515972
41.4917 20.50887
41.47995 20.51447
41.462524 20.519627
41.449104 20.524334
41.444836 20.533386
41.44277 20.538977
41.43709 20.5514
41.428616 20.557697
41.421204 20.568163
41.415794 20.571974
41.410587 20.566118
41.401573 20.563898
41.38929 20.560968
41.37767 20.555824
41.375 20.551834
41.36592 20.548555
41.360577 20.540579
41.356503 20.539959
41.348892 20.534378
41.346153 20.529327
41.346485 20.521797
41.347816 20.517366
41.35309 20.511429
41.352886 20.508238
41.34614 20.503635
41.334858 20.503819
41.32952 20.508694
41.313698 20.513662
41.294006 20.521196
41.285328 20.524298
41.273045 20.521381
41.263565 20.524569
41.258293 20.530499
41.25175 20.529085
41.244606 20.530943
41.23506 20.533068
41.224915 20.538464
41.214035 20.545006
41.206158 20.548012
41.20155 20.551723
41.19875 20.558441
41.199284 20.566927
41.19461 20.569576
41.1868 20.573637
41.176785 20.581142
41.16757 20.588558
41.156017 20.597294
41.140392 20.605404
41.134052 20.607164
41.130516 20.602217
41.127914 20.5993
41.122906 20.596647
41.113293 20.597698
41.10288 20.605236
41.09907 20.608849
41.096195 20.620892
41.091503 20.64912
41.08878 20.670202
41.08687 20.678404
41.08146 20.682186
41.073677 20.686756
41.059185 20.693645
41.03828 20.701221
41.01821 20.709234
40.997643 20.7157
40.974033 20.725145
40.955135 20.732487
40.938972 20.738466
40.929955 20.742619
40.9197 20.74637
40.915123 20.750578
40.910866 20.760067
40.909252 20.766615
40.907593 20.779015
40.90866 20.796438
40.911053 20.815847
40.911545 20.828844
40.914055 20.837345
40.91954 20.845535
40.9239 20.851654
40.927494 20.856098
40.92962 20.863768
40.93131 20.869728
40.932644 20.875288
40.93227 20.88015
40.92833 20.891958
40.924862 20.900648
40.923298 20.907825
40.92202 20.919792
40.925236 20.929102
40.928017 20.936705
40.92899 20.941864
40.92753 20.950783
40.926292 20.957924
40.925636 20.96369
40.923862 20.967379
40.921093 20.97117
40.916042 20.975636
40.913708 20.981134
40.90985 20.98898
40.904186 20.99438
40.89763 20.99593
40.883144 20.998291
40.86164 21.000057
40.86164 21.000057
40.847633 20.999302
40.83434 20.999352
40.82102 20.998964
40.81131 20.99777
40.800278 20.996714
40.79326 20.996119
40.78807 20.992714
40.784737 20.986933
40.783157 20.982721
40.78183 20.977173
40.780964 20.973763
40.778572 20.972696
40.777355 20.974571
40.776237 20.978184
40.77383 20.982367
40.770912 20.989223
40.764206 20.993845
40.756886 20.993721
40.749844 20.992693
40.744556 20.993235
40.739506 20.997684
40.73379 21.007883
40.73121 21.02038
40.72969 21.0284
40.71864 21.038261
40.70375 21.050694
40.696102 21.056273
40.686115 21.06165
40.675034 21.06539
40.664 21.064322
40.650738 21.06479
40.642475 21.065624
40.635868 21.066292
40.631676 21.06846
40.626896 21.066326
40.620697 21.062592
40.609665 21.061525
40.60255 21.05919
40.59998 21.05509
40.597565 21.05359
40.592587 21.05366
40.58669 21.055126
40.57838 21.055096
40.570248 21.052431
40.566788 21.050167
40.564476 21.044735
40.563404 21.03787
40.563656 21.030874
40.563244 21.023943
40.561283 21.018913
40.55701 21.014118
40.551548 21.011623
40.545647 21.007431
40.540462 21.00404
40.533417 20.997353
40.530796 20.992393
40.528347 20.984802
40.523994 20.978714
40.51998 20.978254
40.51538 20.979158
40.510914 20.98223
40.507 20.9835
40.500725 20.98414
40.496754 20.978886
40.495255 20.975992
40.490265 20.970407
40.485687 20.96609
40.48124 20.963932
40.475895 20.957952
40.472836 20.951303
40.471455 20.944916
40.47292 20.936062
40.47682 20.929132
40.479153 20.92367
40.48184 20.918606
40.483402 20.91148
40.48227 20.90376
40.480797 20.89042
40.481518 20.880335
40.481888 20.87551
40.48452 20.869577
40.48715 20.863644
40.48747 20.857952
40.48591 20.854197
40.481987 20.849817
40.474564 20.847979
40.46327 20.842628
40.45637 20.838562
40.45051 20.829603
40.4481 20.822893
40.44378 20.812035
40.439064 20.805569
40.431282 20.803339
40.42193 20.802582
40.417225 20.80177
40.408375 20.798351
40.403645 20.797108
40.400726 20.798283
40.396156 20.799633
40.384186 20.799583
40.376537 20.799517
40.369774 20.797619
40.365955 20.794977
40.364014 20.790401
40.3594 20.785673
40.35451 20.781843
40.347202 20.77653
40.342617 20.772234
40.340004 20.772943
40.3364 20.773758
40.332077 20.773777
40.32875 20.773693
40.32436 20.767208
40.322773 20.763033
40.3219 20.759651
40.319595 20.754683
40.316635 20.749784
40.31144 20.746426
40.30655 20.742601
40.3024 20.740002
40.295895 20.731573
40.291718 20.728544
40.28479 20.72407
40.280033 20.722403
40.27137 20.72202
40.266987 20.726389
40.261562 20.73
40.256996 20.73135
40.253254 20.730011
40.24561 20.729952
40.239388 20.731478
40.237267 20.734737
40.2344 20.736774
40.22896 20.734749
40.224068 20.73093
40.219837 20.727041
40.216454 20.726099
40.2106 20.722816
40.205986 20.718103
40.203495 20.710133
40.20166 20.702091
40.198643 20.696344
40.195786 20.693182
40.187447 20.690884
40.18315 20.689383
40.17856 20.687916
40.174088 20.68839
40.16974 20.69081
40.166084 20.694717
40.16275 20.698982
40.15927 20.700916
40.15331 20.70155
40.148666 20.699305
40.144176 20.694698
40.13862 20.69216
40.13504 20.692541
40.127243 20.692587
40.118847 20.692696
40.11284 20.692553
40.107132 20.687689
40.104134 20.682926
40.104134 20.682926
40.099598 20.67458
40.095024 20.640158
40.083015 20.619621
40.078373 20.607277
40.076366 20.600626
40.074665 20.596617
40.074665 20.596617
40.071712 20.58795
40.069183 20.581194
40.06777 20.573145
40.068165 20.560602
40.07132 20.553621
40.075962 20.546478
40.08289 20.532835
40.08435 20.527597
40.084747 20.52443
40.083157 20.51835
40.08047 20.513956
40.076 20.509754
40.074657 20.507557
40.071354 20.50284
40.06954 20.497961
40.06921 20.492918
40.071865 20.48755
40.074196 20.481827
40.07687 20.472158
40.07778 20.463072
40.077454 20.45803
40.074863 20.4505
40.07195 20.442617
40.06876 20.435156
40.066822 20.433027
40.0617 20.428123
40.056084 20.424837
40.050243 20.422747
40.043095 20.423536
40.036385 20.421934
40.03298 20.420357
40.029076 20.415714
40.026543 20.41365
40.01911 20.41018
40.0 20.388287
39.995445 20.373653
39.99374 20.355894
39.988926 20.326704
39.99115 20.310518
39.988247 20.30562
39.98485 20.306698
39.965687 20.322313
39.953403 20.331604
39.944073 20.333002
39.933464 20.330305
39.924152 20.332296
39.91793 20.337982
39.90521 20.355013
39.893524 20.361584
39.88537 20.371231
39.874775 20.376255
39.865555 20.381203
39.85569 20.394794
39.84183 20.405033
39.833687 20.40784
39.824497 20.406548
39.815952 20.404034
39.805634 20.395975
39.79916 20.386528
39.79473 20.376677
39.794453 20.36779
39.796432 20.358189
39.7991 20.34855
39.804573 20.340837
39.808334 20.329655
39.809437 20.314161
39.812225 20.301249
39.812202 20.293533
39.808178 20.289303
39.80187 20.285196
39.795467 20.285248
39.789143 20.294792
39.782387 20.298126
39.77429 20.295305
39.767952 20.290312
39.764477 20.289019
39.758133 20.290848
39.737457 20.309467
39.733223 20.31296
39.72839 20.312035
39.724915 20.310741
39.721184 20.301458
39.71604 20.283955
39.70795 20.274319
39.699543 20.262035
39.693233 20.257938
39.685078 20.26046
39.677773 20.26086
39.673553 20.257833
39.675198 20.252115
39.6838 20.235346
39.687115 20.224792
39.677296 20.218521
39.66318 20.213676
39.65575 20.217346
39.65188 20.217857
39.648357 20.215092
39.64842 20.210054
39.649193 20.185133
39.65639 20.140303
39.6633 20.114437
39.66685 20.10446
39.67587 20.087059
39.682545 20.074825
39.68528 20.061037
39.69084 20.049753
39.69493 20.035587
39.697506 20.01736
39.69328 20.00683
39.69328 20.00683
39.69384 20.004023
39.69235 20.0
39.689236 19.991592
39.689877 19.984446
39.69866 19.98061
39.704453 19.982302
39.710045 19.978971
39.72761 19.98907
39.732307 19.992022
39.738728 19.992191
39.74174 19.987253
39.743843 19.9883
39.744926 19.992674
39.752205 19.997232
39.75418 19.99503
39.753403 19.992708
39.74413 19.983837
39.74422 19.980276
39.74817 19.975866
39.752464 19.974398
39.767677 19.976952
39.7705 19.97884
39.77019 19.988642
39.782196 20.0
39.782787 20.000559
39.78898 20.000746
39.789402 20.0
39.793694 19.992432
39.795944 19.991394
39.802166 19.993944
39.806095 20.0
39.80734 20.001913
39.81428 20.00383
39.820747 20.011116
39.827244 20.013361
39.838963 20.00844
39.85029 20.01719
39.86706 20.012827
39.87467 20.008173
39.875195 20.003984
39.872505 20.0
39.87155 19.998585
39.87153 19.992056
39.87629 19.97898
39.880356 19.977524
39.881863 19.969112
39.88538 19.965317
39.886993 19.960732
39.888264 19.957111
39.89524 19.953976
39.896828 19.947636
39.89625 19.938766
39.901604 19.929207
39.90364 19.916895
39.911922 19.906244
39.914482 19.90726
39.913105 19.912996
39.914146 19.916193
39.919624 19.915827
39.925232 19.918718
39.93003 19.92434
39.927513 19.930151
39.929466 19.933287
39.945942 19.933079
39.962955 19.919025
39.965904 19.916592
39.97289 19.913746
39.980316 19.904629
39.988514 19.903484
39.99553 19.89558
40.0 19.893496
40.006603 19.894728
40.01155 19.894178
40.01555 19.89245
40.021076 19.88586
40.04107 19.872551
40.045345 19.867887
40.052773 19.85541
40.05486 19.848907
40.056923 19.835249
40.0558 19.828817
40.050133 19.819628
40.051434 19.811724
40.04966 19.809244
40.050163 19.806503
40.054 19.802183
40.05764 19.805044
40.058674 19.813574
40.063908 19.80611
40.071243 19.80258
40.075928 19.790405
40.075916 19.786827
40.0653 19.785965
40.063812 19.784348
40.06881 19.78019
40.083847 19.775167
40.08522 19.771727
40.08415 19.759317
40.086365 19.758165
40.097862 19.762192
40.102985 19.75952
40.107056 19.751883
40.102673 19.748213
40.102577 19.743448
40.112343 19.735147
40.114067 19.73017
40.11203 19.723839
40.116688 19.721504
40.117783 19.710629
40.12302 19.710016
40.12624 19.70337
40.131733 19.679731
40.130066 19.668877
40.131935 19.662683
40.13484 19.658161
40.14455 19.652536
40.148346 19.639616
40.14864 19.63861
40.175972 19.589056
40.187157 19.561718
40.193405 19.539446
40.198723 19.530138
40.202034 19.518377
40.20712 19.509094
40.213554 19.502638
40.21392 19.501827
40.218517 19.491571
40.21992 19.48213
40.22797 19.475773
40.23744 19.460266
40.24139 19.457693
40.24453 19.45013
40.276505 19.4217
40.285152 19.417353
40.292843 19.409227
40.30235 19.392805
40.30348 19.390854
40.313488 19.38304
40.316135 19.381516
40.319202 19.382639
40.320103 19.38882
40.322174 19.388866
40.32825 19.383928
40.354763 19.375584
40.362263 19.368067
40.386703 19.350065
40.40734 19.326708
40.41199 19.321444
40.417347 19.31928
40.426113 19.30379
40.428555 19.302586
40.432476 19.315609
40.43878 19.320232
40.444214 19.331871
40.44374 19.33493
40.435642 19.343737
40.437256 19.353443
40.42502 19.375061
40.41635 19.382427
40.41121 19.390858
40.404083 19.397274
40.387676 19.412037
40.37081 19.420393
40.34785 19.420496
40.340176 19.425627
40.335133 19.432236
40.330074 19.428955
40.32729 19.434988
40.32655 19.440771
40.327927 19.450493
40.34008 19.47629
40.345905 19.483976
40.346222 19.484425
40.35254 19.493366
40.357487 19.495167
40.36825 19.491468
40.377094 19.4931
40.384506 19.490704
40.392666 19.492416
40.40165 19.48953
40.42039 19.491465
40.438515 19.50428
40.446033 19.506676
40.45156 19.503607
40.45898 19.489735
40.472675 19.464115
40.484447 19.45187
40.502575 19.438547
40.502365 19.419342
40.506786 19.413692
40.51496 19.409084
40.521744 19.401041
40.528038 19.402374
40.532627 19.395798
40.53902 19.392008
40.543354 19.394783
40.544212 19.397343
40.5451 19.399982
40.54272 19.402077
40.53905 19.39892
40.532143 19.405178
40.524857 19.40607
40.518547 19.41105
40.51464 19.41754
40.515514 19.420137
40.52914 19.421177
40.528713 19.424837
40.517994 19.432459
40.509308 19.442835
40.5063 19.439295
40.505566 19.448399
40.498573 19.456762
40.503117 19.46252
40.51631 19.467228
40.520123 19.467487
40.52739 19.467985
40.534103 19.47198
40.5465 19.465363
40.5656 19.469055
40.568764 19.465061
40.570995 19.457571
40.579304 19.441816
40.583553 19.41091
40.58162 19.406332
40.569252 19.403637
40.556446 19.403494
40.54902 19.40341
40.547997 19.398724
40.555927 19.39715
40.571114 19.387766
40.594524 19.368036
40.62142 19.355387
40.623013 19.35188
40.64888 19.331211
40.64888 19.331211
40.652386 19.325655
40.652386 19.325655
40.655777 19.32162
40.666145 19.328468
40.670197 19.33369
40.671604 19.343761
40.674164 19.350677
40.68344 19.361586
40.69796 19.371851
40.71133 19.378944
40.718582 19.380764
40.74392 19.38488
40.756386 19.382439
40.78673 19.38262
40.802082 19.385256
40.805775 19.388725
40.814217 19.410635
40.819324 19.41786
40.824295 19.419968
40.83685 19.418728
40.838135 19.420685
40.843307 19.41582
40.853683 19.416357
40.853683 19.416357
40.85725 19.418034
40.85725 19.418034
40.860832 19.416687
40.862553 19.41829
40.864124 19.43079
40.871807 19.42894
40.883442 19.424488
40.891407 19.416859
40.896336 19.402039
40.893444 19.393627
40.903576 19.393888
40.910557 19.395144
40.91398 19.39805
40.915165 19.401834
40.912563 19.407297
40.91348 19.410513
40.915493 19.412987
40.917103 19.422771
40.921577 19.424337
40.936478 19.430372
40.941315 19.437042
40.94393 19.444891
40.946434 19.460924
40.944508 19.462976
40.941025 19.459166
40.93924 19.453333
40.93798 19.438662
40.93317 19.435621
40.930187 19.435684
40.926403 19.440687
40.926582 19.453068
40.922775 19.45777
40.91107 19.45799
40.908188 19.456226
40.90412 19.44735
40.894375 19.442993
40.89297 19.442366
40.882095 19.44128
40.878555 19.443226
40.877396 19.44639
40.881252 19.448942
40.885185 19.446041
40.89406 19.45463
40.890995 19.456818
40.88302 19.45447
40.87782 19.45571
40.880394 19.459627
40.8886 19.465275
40.88778 19.473236
40.891323 19.474617
40.891533 19.48094
40.88638 19.482779
40.888374 19.49493
40.897697 19.500145
40.901436 19.514204
40.908047 19.520054
40.908443 19.532404
40.912834 19.536106
40.932285 19.538288
40.947968 19.535784
40.94921 19.534208
40.951138 19.531769
40.975143 19.526737
40.977444 19.52343
40.976177 19.518438
40.9822 19.509228
40.98077 19.505163
40.951553 19.491468
40.94349 19.484585
40.916157 19.471584
40.91002 19.462656
40.913956 19.463083
40.92923 19.471197
40.93258 19.466553
40.940918 19.477335
40.95356 19.483961
40.967876 19.488268
40.980183 19.490097
40.991783 19.488379
40.99609 19.48422
40.997948 19.477936
41.001614 19.474459
41.0058 19.475159
41.010277 19.480064
41.012096 19.47651
41.011368 19.47266
41.003075 19.4658
41.009426 19.454723
41.011154 19.443302
41.01426 19.44171
41.01718 19.440744
41.025127 19.452494
41.03054 19.457588
41.069164 19.467707
41.083088 19.46964
41.104656 19.469122
41.13204 19.455448
41.14574 19.4486
41.147648 19.449581
41.14983 19.454473
41.149136 19.467613
41.151833 19.473354
41.16108 19.480724
41.170902 19.483166
41.177677 19.481424
41.180992 19.482841
41.18599 19.488607
41.201385 19.491888
41.21196 19.501839
41.21886 19.508593
41.228146 19.516579
41.25173 19.528599
41.26259 19.529406
41.272762 19.526949
41.29178 19.51611
41.303894 19.505196
41.306652 19.501152
41.314537 19.489586
41.316673 19.464058
41.315777 19.461124
41.309208 19.459194
41.315388 19.442299
41.322266 19.442059
41.332134 19.428661
41.341377 19.429346
41.35362 19.426918
41.3674 19.426737
41.382202 19.431305
41.39104 19.426249
41.396706 19.415184
41.403767 19.410955
41.40577 19.406744
41.41341 19.400917
41.415295 19.401596
41.415443 19.403713
41.409283 19.414234
41.403484 19.416782
41.401066 19.421656
41.39909 19.432873
41.399994 19.442516
41.403503 19.450008
41.408978 19.45604
41.423946 19.463037
41.428257 19.4622
41.43803 19.453981
41.441074 19.45147
41.44443 19.453495
41.44627 19.470047
41.459053 19.495321
41.463947 19.499601
41.456406 19.503578
41.46789 19.51346
41.46909 19.510872
41.4683 19.50273
41.48022 19.512253
41.487877 19.515436
41.507435 19.523573
41.527245 19.524202
41.53425 19.522427
41.542473 19.518364
41.545498 19.51219
41.54814 19.497198
41.5572 19.471943
41.560246 19.469429
41.573673 19.467466
41.583782 19.460714
41.58697 19.46032
41.58791 19.463873
41.585434 19.477938
41.580715 19.489525
41.574326 19.516905
41.574936 19.542505
41.576862 19.553885
41.58136 19.565868
41.588055 19.576365
41.59425 19.579584
41.600197 19.575802
41.603493 19.576931
41.604755 19.581976
41.601955 19.588125
41.6032 19.596231
41.612087 19.598515
41.620724 19.596863
41.624252 19.59826
41.625164 19.601515
41.612873 19.606676
41.604687 19.607975
41.61208 19.615335
41.613388 19.61426
41.61703 19.617184
41.637966 19.614035
41.642776 19.610392
41.64618 19.602942
41.640976 19.604185
41.633972 19.602589
41.63198 19.600382
41.64438 19.593369
41.64726 19.588428
41.648754 19.576618
41.65261 19.572477
41.655678 19.573633
41.65657 19.56985
41.659058 19.569242
41.663097 19.571198
41.666683 19.576576
41.67999 19.57618
41.686535 19.584568
41.696358 19.590414
41.70618 19.592896
41.717434 19.59275
41.728252 19.589596
41.741604 19.579695
41.75031 19.575874
41.75744 19.575924
41.765934 19.57918
41.767426 19.58421
41.76531 19.597038
41.766323 19.60182
41.77745 19.606598
41.79194 19.61005
41.799046 19.6098
41.805576 19.607779
41.81387 19.601248
41.814827 19.594994
41.810226 19.591566
41.81278 19.581743
41.82807 19.555965
41.833195 19.54733
41.84295 19.521881
41.851765 19.48948
41.85872 19.45361
41.862488 19.431644
41.861572 19.411795
41.85179 19.396742
41.84892 19.388504
41.850594 19.386145
41.850502 19.38155
41.850502 19.38155
41.850163 19.376678
41.850163 19.376678
41.85288 19.37825
41.856 19.379204
41.86014 19.380219
41.863842 19.381096
41.86701 19.380684
41.872654 19.380335
41.875328 19.381153
41.87801 19.383629
41.880333 19.383951
41.884296 19.388063
41.88693 19.386196
41.890373 19.37624
41.898365 19.372162
41.901505 19.364391
41.903393 19.355242
41.906742 19.350515
41.909977 19.350723
41.913864 19.356997
41.91561 19.372147
41.919144 19.376621
41.925945 19.378534
41.931473 19.37538
41.93302 19.371187
41.9368 19.362717
41.941624 19.359343
41.9546 19.360783
41.957756 19.363155
41.95957 19.369387
41.961094 19.38796
41.962154 19.391052
41.962154 19.391052
41.965393 19.393574
41.968704 19.391619
41.9722 19.385643
41.977673 19.384956
41.9875 19.387415
41.994358 19.38686
41.997494 19.38893
41.999798 19.393654
segment Andorra
42.60649 1.439922
42.605965 1.450409
42.609066 1.459007
42.613525 1.462202
42.649773 1.47006
42.652454 1.474907
42.65373 1.482182
42.65018 1.495604
42.652946 1.511236
42.65399 1.517157
42.652985 1.52153
42.658707 1.554414
42.657173 1.562825
42.649487 1.571106
42.639523 1.594967
42.635494 1.613681
42.635788 1.628721
42.626312 1.655837
42.62662 1.663487
42.6279 1.667605
42.634914 1.690199
42.634377 1.695427
42.62804 1.701577
42.622257 1.717734
42.61974 1.732533
42.61771 1.736202
42.613605 1.736442
42.60723 1.730045
42.602566 1.728325
42.598522 1.730679
42.587105 1.763849
42.582687 1.770793
42.571636 1.780386
42.571644 1.770001
42.56584 1.742608
42.564217 1.739021
42.557037 1.732713
42.552074 1.731238
42.54649 1.732489
42.527042 1.723531
42.513165 1.721392
42.50385 1.72351
42.49251 1.701609
42.493626 1.692774
42.503113 1.674688
42.503292 1.670822
42.50114 1.668417
42.488373 1.663432
42.485146 1.664514
42.470062 1.646442
42.46825 1.628536
42.46021 1.603476
42.453434 1.589462
42.454643 1.57185
42.44017 1.548412
42.435417 1.517548
42.43509 1.515429
42.43881 1.473532
42.441147 1.464789
42.44828 1.452519
42.4678 1.448364
42.482796 1.431017
42.48536 1.430354
42.49077 1.432159
42.508038 1.459947
42.51128 1.462848
42.516933 1.464373
42.52134 1.463595
42.540833 1.447949
42.542114 1.441565
42.54031 1.428958
42.542206 1.42388
42.55493 1.422104
42.56485 1.42935
42.576366 1.432729
42.588184 1.42682
42.5921 1.426608
42.59733 1.435544
42.60649 1.439922
segment Austria
48.777752 16.0
48.78252 16.0
48.78252 16.0
48.775288 16.008112
48.757942 16.038721
48.743847 16.086277
48.739765 16.109999
48.739502 16.134815
48.741695 16.179012
48.74074 16.187834
48.73589 16.203072
48.735535 16.221521
48.73308 16.252771
48.737106 16.281591
48.733425 16.30183
48.726418 16.32948
48.726772 16.333532
48.738247 16.348494
48.73733 16.355051
48.728134 16.366253
48.724842 16.374031
48.72698 16.38148
48.73771 16.402224
48.74876 16.41241
48.75643 16.423647
